soil,land,road,water,elec,area,elevation,discharge,schools,hospitals,hotels,flood_risk,env_risk,access_risk,infra_risk,overall_risk,suitability,btype
Loamy,Agricultural,56.80480729932311,1,1,11315.985106864984,938.4631028278167,778.9152396968313,1,0,0,23.37710296910585,15,5.325321167794812,10,14.26331633113575,85.73668366886425,Individual House
Black Cotton,Commercial,45.675978646119745,1,0,13666.301848286272,275.9677464163632,1347.532291932414,2,0,0,66.97358639213654,40,23.873368923133754,45,46.65909746803123,53.34090253196877,Hospital/Clinic
Sandy,Commercial,9.764086847008173,1,1,16539.60720821898,843.8715806469943,499.28912236012815,0,1,2,23.54476073545052,25,83.72652192165305,10,35.42229673782094,64.57770326217906,Shopping Complex
Rocky,Commercial,41.80347855441679,1,0,8112.404196243728,199.88475874951743,4325.719907189015,3,1,1,61.55604483642475,55,30.327535742638673,45,48.62649962840833,51.37350037159167,Shopping Complex
Red Soil,Commercial,27.566704702996415,0,1,17124.704836755485,26.329076337468173,1481.4649388474966,0,2,2,71.15787802095275,20,54.05549216167264,45,52.66913034775162,47.33086965224838,Shopping Complex
Black Cotton,Residential,30.888554972008386,0,1,4095.405990540524,945.775477820997,3472.381147083317,1,1,2,70.27786125699791,40,48.519075046652695,45,53.97702020161244,46.02297979838756,Individual House
Sandy,Residential,7.703161468984737,1,0,6146.8350455011205,972.7250128051917,4101.105988707641,2,0,1,54.07420963275381,25,87.1613975516921,45,55.716322759386856,44.283677240613144,Individual House
Sandy,Agricultural,15.5084176640497,1,0,1823.5667786191898,875.5448742051233,4507.09118189673,3,0,1,52.12289558398757,25,74.15263722658383,45,51.7811727610416,48.2188272389584,Individual House
Rocky,Industrial,48.478248414350624,1,0,7924.109415369771,275.2248065400346,531.4855765585891,4,1,3,25.99666103518205,55,19.20291930941562,45,33.39956118966762,66.60043881033238,Factory
Loamy,Commercial,29.96773581763229,1,1,8218.281351658286,905.1447877421506,4465.074667563063,4,2,0,54.50806604559193,15,50.05377363727952,10,36.34126652527705,63.65873347472295,Shopping Complex
Sandy,Agricultural,21.591423289713187,0,0,16300.141346937768,84.76641138677971,986.2638886535974,1,0,1,55.241437267436865,25,64.01429451714469,85,60.33807667288907,39.66192332711093,Individual House
Sandy,Residential,26.121049068072697,1,1,13409.482735503463,913.8575333578834,3684.510057954808,2,0,3,49.46973773298183,25,56.46491821987884,10,37.68063776151335,62.31936223848665,Apartment
Sandy,Residential,51.991973232912414,1,0,9297.728604957665,831.0255286614282,3644.245096823056,0,2,3,43.002006691771896,25,13.346711278479304,45,33.38738016173999,66.61261983826,School
Sandy,Industrial,46.19494595727263,0,1,13390.165593851216,982.8822462586493,42.51570870477117,1,1,2,5.301577684777266,25,23.008423404545624,45,22.60765804080845,77.39234195919155,Factory
Clayey,Industrial,19.977346844959552,1,1,2002.8836597981322,1343.2134086285907,1103.1195415512711,0,0,3,49.068054119785536,30,66.70442192506741,10,40.84992442319179,59.15007557680821,Factory
Clayey,Industrial,11.462601211680532,0,1,4425.159184349146,1275.537157859305,2459.5425733243364,3,0,0,69.13434969707987,30,80.89566464719911,45,60.17093855577773,39.82906144422227,Factory
Loamy,Agricultural,18.859902190423945,1,1,12912.009249593346,1470.9812873438082,2100.1735333164106,0,2,2,57.28502445239401,15,68.56682968262676,10,41.94146597899459,58.05853402100541,Individual House
Black Cotton,Residential,55.64160480801036,1,0,13185.969565280742,1464.3615494048627,4592.867399423048,3,1,1,64.08959879799741,40,7.263991986649415,45,41.497357575961445,58.502642424038555,Individual House
Sandy,Residential,36.987386081736545,0,0,15708.558515441116,1158.479540060629,1798.7043475126159,2,2,2,42.72724042981818,25,38.35435653043909,85,49.543123283046135,50.456876716953865,Individual House
Rocky,Industrial,34.34141148096306,1,1,8656.99542201844,1434.629433266592,4684.918574179812,1,2,2,45.41464712975923,55,42.764314198394906,10,37.33620504501445,62.66379495498555,Factory
Black Cotton,Commercial,37.80164798308538,0,1,14728.527835706967,1300.925828833668,2297.1465919626553,0,1,0,68.54958800422865,40,36.997253361524365,45,50.49166914186112,49.50833085813888,Shopping Complex
Rocky,Industrial,25.131554616058338,0,0,13995.626318643599,1091.3736748424594,4821.764483200829,2,0,0,47.717111345985415,55,58.114075639902765,85,60.72950788107059,39.27049211892941,Factory
Black Cotton,Agricultural,49.3908861175732,0,0,19304.474189027133,113.0763819656328,3686.7740501243056,2,2,2,88.86769555266874,40,17.681856470711338,85,62.77415756111189,37.22584243888811,Individual House
Loamy,Industrial,33.780743711513736,1,0,5087.474302068904,73.57483240483165,4146.67295816078,0,0,1,79.14032412783166,15,43.69876048081044,45,52.12380356494369,47.87619643505631,Factory
Sandy,Industrial,11.421134652283754,1,0,11481.91171130015,1256.3993512586553,524.384441745005,4,0,0,23.63240517182916,25,80.96477557952707,45,43.512535705021975,56.487464294978025,Factory
Sandy,Agricultural,12.098581865598462,0,0,12433.524400098917,734.4837868075474,2930.7071662118387,4,0,2,52.97535453360038,25,79.83569689066923,85,63.500298309427436,36.499701690572564,Individual House
Red Soil,Industrial,34.52725305764401,1,0,19974.309813750195,1221.9100265623813,713.501799146754,3,0,0,25.638222718524077,20,42.45457823725999,45,33.83702251079842,66.16297748920158,Factory
Rocky,Residential,56.51136199389615,1,1,4822.4987011663825,469.3774059828291,1488.1050102548704,2,2,0,31.471615347653632,55,5.814396676839749,10,23.21866454088871,76.78133545911129,Apartment
Black Cotton,Commercial,21.95936669219093,1,0,10941.142379378553,596.4747874845192,3117.8270308363403,1,1,3,72.51015832695226,40,63.40105551301512,45,58.47881929268707,41.52118070731293,Shopping Complex
Black Cotton,Industrial,52.824764287257004,0,0,7577.520846559139,1050.2800815178978,3631.128523469454,1,0,1,64.79380892818575,40,11.958726187904986,85,52.91751467184126,47.08248532815874,Factory
Clayey,Agricultural,47.02525726183836,0,1,10991.966403000997,1372.9901053981398,195.91891005625416,2,0,2,24.162063885665493,30,21.624571230269396,45,29.61286516755027,70.38713483244973,Individual House
Red Soil,Commercial,18.629684359879874,1,0,5410.443439959013,131.6422117183289,2654.7186553618235,4,0,2,77.4440462069303,20,68.95052606686687,45,58.593047689142324,41.406952310857676,Shopping Complex
Clayey,Agricultural,6.998741157393335,0,0,1904.6351901222743,1292.2172169519094,2826.569931449432,2,1,3,70.25031471065166,30,88.33543140434445,85,72.4214679998142,27.578532000185803,Individual House
Clayey,Commercial,10.60159958283105,1,0,11878.74362405609,1189.519087319048,394.13998555100585,3,0,2,37.232399815312355,30,82.33066736194826,45,49.36400677584639,50.63599322415361,Shopping Complex
Clayey,Commercial,45.06716636160921,1,1,7381.232001355811,473.308906094782,2503.440171003818,2,1,2,62.33467404391078,30,24.88805606398465,10,35.03914993136493,64.96085006863507,Shopping Complex
Rocky,Industrial,15.981835592235567,1,0,4456.88663322024,532.8249211973393,3569.2114002491326,0,2,3,50.00454110194111,55,73.36360734627405,45,55.3424912222479,44.6575087777521,Factory
Rocky,Residential,25.419900627796657,0,1,7154.775755482641,69.69221583286445,266.13642437765486,4,1,3,38.78622038063206,55,57.63349895367224,45,47.48355187163928,52.51644812836072,Individual House
Loamy,Industrial,32.593454130353365,0,0,1936.3238275071535,23.610916675076975,3801.3388816198103,0,0,2,82.43498146690703,15,45.67757644941106,85,63.771637625770225,36.228362374229775,Factory
Loamy,Agricultural,44.90074926475896,1,1,19058.402447711964,715.5091895365937,2882.132524520684,0,2,3,50.77481268381026,15,25.165417892068405,10,28.812538912350693,71.18746108764931,Individual House
Clayey,Agricultural,11.227717279251895,0,0,12041.810384491948,143.3094682459658,4166.136041358955,2,1,0,90.59450258542907,30,81.28713786791351,85,77.77986037187856,22.220139628121444,Individual House
Red Soil,Commercial,27.350152290260382,1,0,16480.60494559347,291.00272162281954,1090.3128642703498,2,0,0,47.50855591547273,20,54.41641284956603,45,44.48209778280696,55.51790221719304,Shopping Complex
Black Cotton,Commercial,31.679010002848248,0,0,9039.245753406878,1270.1507992899953,4166.368421065592,1,2,0,70.08024749928794,40,47.20164999525293,85,63.57849912356401,36.42150087643599,Shopping Complex
Rocky,Residential,34.745488518434684,0,1,18162.97868375753,856.5425868756787,472.8048763373399,0,2,0,14.769725397138128,55,42.09085246927553,45,35.192117006317226,64.80788299368277,School
Red Soil,Industrial,50.009835276736915,0,0,10183.046209492813,950.4486558991701,2019.148482223357,2,1,3,47.49754118081577,20,16.650274538771797,85,45.036708047978465,54.963291952021535,Factory
Sandy,Agricultural,14.44230072737693,1,0,11904.96112181272,281.21899624788006,997.4239576232425,1,0,1,45.46476419574781,25,75.92949878770511,45,49.895042165438014,50.104957834561986,Individual House
Rocky,Commercial,49.430729850464225,1,1,10344.08562119048,1242.9927066816292,4380.104161454371,0,1,1,41.642317537383946,55,17.6154502492263,10,29.728673700390956,70.27132629960904,Shopping Complex
Rocky,Residential,43.10831352331587,1,1,14932.28762148538,1301.9696586596212,3524.599081508869,1,2,2,43.22292161917103,55,28.152810794473552,10,32.91622526532825,67.08377473467175,Apartment
Loamy,Agricultural,35.57289478094276,0,1,11766.465474439185,784.991390569565,126.80888580364092,4,2,1,15.642954020837127,15,40.71184203176207,45,29.15299441523351,70.84700558476649,Individual House
Black Cotton,Commercial,43.47403287214146,1,0,6160.379548027557,1368.8366578179898,47.616778069780594,3,0,0,28.083827343360248,40,27.543278546430912,45,33.96515920678382,66.03484079321618,Hospital/Clinic
Black Cotton,Agricultural,27.6609756423411,1,1,3765.2510951302797,1267.2429374318724,1456.2462724083487,0,2,3,60.2096815375817,40,53.8983739294315,10,43.04798202051147,56.95201797948853,Individual House
Sandy,Residential,12.611867228246851,1,0,12516.363388776577,1096.986265011657,716.4155714028269,2,0,0,27.175344620994824,25,78.98022128625524,45,44.256425938912,55.743574061088,Individual House
Sandy,Residential,41.6170882145952,1,1,10294.41926939369,1101.113873540443,3151.5223878009792,4,1,0,45.595727946351204,25,30.638186309007992,10,29.86805135847492,70.13194864152509,Apartment
Rocky,Agricultural,33.85697686770922,0,1,2823.5382372261456,158.09021092629493,3318.984669412799,1,2,3,66.05034312749498,55,43.57170522048464,45,53.5105463997444,46.4894536002556,Individual House
Clayey,Industrial,40.165614029852655,0,0,8516.7318500721,406.2540565434987,4709.754518306838,3,2,0,67.58335309992692,30,33.05730995024557,85,57.66850107253582,42.33149892746418,Factory
Loamy,Agricultural,23.58993295656695,1,0,10780.752018008618,100.27082972651408,4760.199622729204,0,0,0,80.08626697726743,15,60.683445072388416,45,56.7010547101407,43.2989452898593,Individual House
Loamy,Commercial,54.87766175369097,0,0,16710.971442686212,13.021813839462993,3294.483527056728,3,0,3,77.49927573120948,15,8.53723041051505,85,52.75905410855208,47.24094589144792,Hospital/Clinic
Rocky,Industrial,37.30534277165673,0,0,2445.9200608338847,237.4642970758652,28.375564263543595,4,1,3,20.993317767804776,55,37.82442871390545,85,46.30376839720803,53.69623160279197,Factory
Red Soil,Commercial,9.69713663599806,0,1,7621.411616674056,1320.7307739704102,1794.9895828480717,3,0,2,53.47550749796192,20,83.8381056066699,45,53.92595402595414,46.07404597404586,Shopping Complex
Clayey,Agricultural,29.739219488743576,0,1,16630.466331497322,359.8110885540773,2565.707566236331,0,2,2,72.97652981456947,30,50.43463418542737,45,53.90044398145616,46.09955601854384,Individual House
Rocky,Industrial,46.599583010899885,0,1,13320.054703659996,1455.2309438875825,2495.8987825423296,4,1,0,42.35010424727503,55,22.334028315166847,45,39.90604356533797,60.09395643466203,Factory
Clayey,Commercial,48.67740089527498,1,0,6509.208114271949,895.9364993418092,3016.7031475111335,1,1,2,59.830649776181254,30,18.870998507875044,45,41.4084770486322,58.5915229513678,Shopping Complex
Clayey,Agricultural,32.202837902006735,0,0,17061.367318430206,355.88773145203555,4802.757414023802,0,1,1,72.59602663737618,30,46.32860349665544,85,62.74076019724552,37.25923980275448,Individual House
Clayey,Agricultural,54.21111639572156,1,1,10372.578030691155,745.6962052263192,4425.9634597757695,3,0,1,58.44722090106961,30,9.64813934046407,10,29.86856215049038,70.13143784950962,Individual House
Rocky,Industrial,19.721764045686363,1,1,10468.685934898751,328.64223405017304,544.5401672524414,0,0,0,30.24182829061685,55,67.1303932571894,10,38.11723821601325,61.88276178398675,Factory
Loamy,Agricultural,27.582928348104662,1,0,19555.1594448073,1475.9603372735608,1329.9019569669663,4,2,2,41.70230705231316,15,54.028452753158895,45,41.60292065659933,58.39707934340067,Individual House
Loamy,Residential,54.422830081293355,0,1,18995.21356149119,1270.8974758574457,4165.547087098182,3,1,0,48.394292479676665,15,9.295283197844412,45,32.761823167347934,67.23817683265207,Individual House
Clayey,Commercial,54.29411940593684,0,1,7812.120984027034,39.35818317349366,4121.534544096035,1,1,2,86.06497915810617,30,9.509800990105262,45,48.25019295286347,51.74980704713653,Shopping Complex
Red Soil,Commercial,42.71420228535745,0,1,3671.003444598564,1421.6640472012068,1376.8536206083547,2,1,3,36.85852184082773,20,28.809662857737578,45,34.3528983587241,65.6471016412759,Shopping Complex
Black Cotton,Agricultural,52.243930091722106,0,0,7187.667913283787,1081.5976609543309,3652.9401534305975,1,2,3,64.93901747706947,40,12.926783180463147,85,53.210351912090104,46.789648087909896,Individual House
Rocky,Agricultural,9.882529682592796,1,1,1579.1819459163726,123.57187803191749,3360.1868935892867,0,0,3,74.11505489743675,55,83.52911719567868,10,57.57254851302253,42.42745148697747,Individual House
Black Cotton,Residential,52.5747236914277,1,0,1394.5898474974329,1005.9566194896684,2367.6198248498076,2,1,3,64.85631907714307,40,12.375460514287155,45,43.04357680557186,56.95642319442814,Individual House
Red Soil,Industrial,22.634094860262472,1,1,8514.920588776964,970.3900469485282,1007.2747633951468,4,0,0,34.48697155283732,20,62.27650856622921,10,33.13956718505037,66.86043281494963,Factory
Rocky,Agricultural,14.808233183551899,0,0,18879.37663124745,328.1831187113752,4443.215904470431,3,0,0,60.60695458142951,55,75.31961136074683,85,69.54233694368703,30.457663056312967,Individual House
Clayey,Agricultural,18.165340998812546,1,1,17555.789483411947,1137.6700500113634,3389.255921534174,3,0,0,67.45866475029686,30,69.72443166864576,10,48.04164057976534,51.95835942023466,Individual House
Loamy,Agricultural,27.98826794076379,1,1,10717.413844434837,130.59705496945068,844.9646243918735,4,0,1,54.06640220447948,15,53.352886765393684,10,37.011462462916235,62.988537537083765,Individual House
Black Cotton,Agricultural,18.8155602532457,1,1,11739.301242245783,734.1677718468717,3524.011724204304,0,0,3,73.29610993668858,40,68.64073291125717,10,51.3138217056553,48.6861782943447,Individual House
Sandy,Commercial,22.631217230907446,0,0,1112.736438175073,14.884810744631881,3707.1685978848996,1,2,3,79.44910704759522,25,62.28130461515426,85,68.37751362044689,31.62248637955311,Shopping Complex
Sandy,Agricultural,12.423816733940315,1,1,5094.521960841545,1453.1062333421196,4434.401425605203,2,0,3,52.89404581651492,25,79.29363877676614,10,44.586325729971755,55.413674270028245,Individual House
Red Soil,Commercial,21.289722105744918,1,1,1470.708411753291,1127.345447665364,1114.1962762096746,4,1,2,36.96149499775726,20,64.51712982375847,10,34.56580570515466,65.43419429484534,Shopping Complex
Clayey,Agricultural,36.475609799810066,0,0,15336.251121212363,238.27811423948404,4943.770527067033,0,1,2,78.58441069567844,30,39.20731700031656,85,63.05637299356659,36.94362700643341,Individual House
Black Cotton,Industrial,29.301953945008517,1,0,3767.2701245034573,512.5110599269244,766.9671126346061,0,1,1,46.01385376643999,40,51.16341009165247,45,46.14570134116712,53.85429865883288,Factory
Clayey,Residential,24.069531867975115,0,1,17511.89494705952,240.84356671226442,3003.4444592979153,2,2,1,81.53200303027036,30,59.88411355337481,45,59.257229448938325,40.742770551061675,Individual House
Black Cotton,Industrial,46.05486708714127,1,1,13223.161959839976,1149.926196193972,3285.8825263673925,4,0,2,66.48628322821469,40,23.241888188097874,10,37.58067117689961,62.41932882310039,Factory
Red Soil,Agricultural,54.14304842663248,0,1,5358.954853798554,88.34448814157275,2094.764476329303,1,1,2,71.16356860484751,20,9.761585955612532,45,41.59764550059976,58.40235449940024,Individual House
Red Soil,Agricultural,46.62340725963184,0,1,3996.686024581745,1260.6099833455712,2375.1885438519325,1,1,0,48.34414818509204,20,22.29432123394693,45,36.74403217326895,63.25596782673105,Individual House
Sandy,Agricultural,23.260038616472354,0,1,12924.869317538009,1413.2945082535948,4454.550483610687,4,1,0,50.184990345881914,25,61.23326897254608,45,47.87306386419519,52.12693613580481,Individual House
Clayey,Industrial,45.94431923106545,1,0,18115.902625364146,1014.9419142094498,3226.3711483273096,3,0,2,60.51392019223364,30,23.426134614890913,45,42.7864057210045,57.2135942789955,Factory
Rocky,Agricultural,13.358910036072816,1,1,14648.844159373251,319.4481750021513,2485.0047911734314,1,1,3,61.49338199085272,55,77.73514993987864,10,51.70647118176811,48.29352881823189,Individual House
Sandy,Industrial,12.167489345021,0,0,7622.386380464174,540.1351437203261,641.7478121676235,3,0,2,25.79308390709722,25,79.72085109163166,85,53.957792140391945,46.042207859608055,Factory
Clayey,Commercial,24.00948703698874,0,0,12160.288310104295,715.8598122133969,36.68812611567318,4,1,0,26.731390763066276,30,59.984188271685426,85,50.10203383499455,49.89796616500545,Shopping Complex
Sandy,Residential,49.42363029742314,0,1,6904.472212076006,906.9371583033807,624.8430907591674,0,1,1,16.14095424082756,25,17.6272828376281,45,25.05615469369667,74.94384530630333,School
Rocky,Residential,18.549153598326605,0,0,19983.84176879452,1002.9946347175312,4780.922837382527,4,0,2,49.36271160041835,55,69.084744002789,85,64.04813506084366,35.95186493915634,Individual House
Loamy,Industrial,8.478937489427377,0,1,15227.944580775173,831.3220729783242,3820.4339149566536,0,1,2,59.880265627643155,15,85.86843751762103,45,55.925202349080365,44.074797650919635,Factory
Loamy,Commercial,12.24402443634953,0,0,12673.251155378319,526.9708812327837,4835.581637551239,4,2,3,58.93899389091261,15,79.59329260608412,85,64.02697101334044,35.97302898665956,Shopping Complex
Loamy,Industrial,52.230973269126906,0,0,9041.923712550755,1336.3759208473546,178.5435485408593,3,0,1,12.51312765353546,15,12.948377884788485,85,31.11668914993453,68.88331085006547,Factory
Loamy,Commercial,39.85808066110082,0,1,12744.89351493159,122.08808702693736,3401.102019293196,3,1,3,74.71019461310856,15,33.56986556483197,45,48.041034505795984,51.958965494204016,Shopping Complex
Black Cotton,Agricultural,18.92606398534872,0,1,7490.705186879361,699.3840813652425,221.46763201708995,4,2,1,37.69783664400462,40,68.45656002441879,45,47.558382831506314,52.441617168493686,Individual House
Loamy,Commercial,35.54127039304997,0,0,1548.4319497025845,1163.347257701221,3910.2823443441157,0,2,3,53.11468240173751,15,40.76454934491671,85,52.2812761768373,47.7187238231627,Shopping Complex
Rocky,Commercial,34.01687923339427,0,1,8506.681924776025,91.30899793710134,1904.7508636759715,4,0,1,68.11225758894479,55,43.30520127767622,45,54.16559047554973,45.83440952445027,Hospital/Clinic
Red Soil,Commercial,41.04897881423637,0,1,18679.135572017472,1058.0028252169518,478.8268005324742,0,1,2,19.314291307090393,20,31.58503530960604,45,28.90626078488315,71.09373921511686,Shopping Complex
Red Soil,Residential,17.825315493188896,1,0,12899.720800703451,1229.5674341299875,2840.2332089375764,3,0,2,55.543671126702776,20,70.29114084468517,45,51.263070105517265,48.736929894482735,Individual House
Black Cotton,Commercial,52.54216429569187,0,0,2595.1583583471306,991.2469477905784,1400.6009830069404,2,2,2,52.87647858621584,40,12.429726173846888,85,48.86419904863726,51.13580095136274,Shopping Complex
Loamy,Agricultural,22.015270914400705,1,0,17814.878654505494,19.40533841303399,3297.8697093590927,1,2,0,85.33186196661778,15,63.30788180933216,45,59.193122140649265,40.806877859350735,Individual House
Loamy,Agricultural,43.17724096869303,1,1,6108.622137488782,270.2055406983094,3290.873797568952,3,0,1,64.99335731592818,15,28.03793171884496,10,34.5071579902861,65.4928420097139,Individual House
Loamy,Agricultural,5.886855550471819,1,1,5631.620368571821,513.1696183379262,3525.037370603764,4,0,1,60.52828611238205,15,90.18857408254696,10,48.48204365997046,51.51795634002954,Individual House
Sandy,Commercial,25.496142144178098,0,1,6644.728406826095,350.53505345706884,4962.325393888795,4,1,3,58.59386125653135,25,57.50642975970317,45,49.88445887971176,50.11554112028824,Shopping Complex
Clayey,Industrial,24.344039987734455,1,0,11966.842486393192,1443.978210341141,1933.488549737027,0,2,0,64.58376099780692,30,59.42660002044258,45,53.210966354343064,46.789033645656936,Factory
Sandy,Industrial,34.891643572065796,0,1,11349.073775245555,977.3908711706905,2326.5773724255046,1,0,3,47.27708910698355,25,41.847260713223676,45,42.00879636575016,57.99120363424984,Factory
Clayey,Agricultural,9.000494397745808,1,0,10336.861337834753,445.45643602735544,4023.0585051267044,3,2,0,73.02249023892222,30,84.99917600375699,45,62.55766558456202,37.44233441543798,Individual House
Loamy,Residential,48.45722555493596,0,0,14633.200406739914,1394.5462479981684,2891.8501151094265,1,0,3,49.88569361126601,15,19.237957408440067,85,45.76948211605312,54.23051788394688,Individual House
Loamy,Industrial,16.97794409721627,0,0,7014.216895364221,1110.8912992142803,186.28605343899818,1,1,0,21.481235044475895,15,71.70342650463955,85,48.94428889172645,51.05571110827355,Factory
Sandy,Commercial,42.23707981851056,1,0,15859.225909876192,426.91081774056295,4215.392601299282,3,2,3,49.826080980938585,25,29.60486696914907,45,39.840345085615766,60.159654914384234,Shopping Complex
Sandy,Industrial,49.17666677842512,1,0,4331.111889193384,568.3223541029331,257.4934096902048,0,1,3,8.855701499197815,25,18.038888702624803,45,22.609217700375435,77.39078229962456,Factory
Clayey,Agricultural,35.90323259328322,0,0,15869.794992463176,299.1432874559351,854.1006824589215,0,1,0,52.15760825350152,30,40.16127901119463,85,54.04548264152419,45.95451735847581,Individual House
Red Soil,Residential,45.7485763697092,1,0,13612.391999755373,1456.6109973987327,510.399834870936,0,2,1,18.770852604991422,20,23.75237271715133,45,26.75789159103483,73.24210840896517,School
Clayey,Industrial,41.4023171718253,0,1,13980.957881404143,775.9447438351098,389.63566440560095,2,0,3,29.442133995155693,30,30.99613804695784,45,33.80378141004395,66.19621858995605,Factory
Sandy,Industrial,24.55413884336042,0,0,10149.51454541794,1344.085031246977,128.424376523551,1,1,0,12.429952819630914,25,59.07643526106597,85,44.11959230213731,55.88040769786269,Factory
Rocky,Agricultural,49.48721964684609,0,1,13673.02912093643,519.7496565252716,275.1385698618369,2,1,0,7.1309664855252155,55,17.521300588589853,45,26.376163417081287,73.62383658291871,Individual House
Sandy,Residential,21.208575343704037,1,1,2516.1438846296905,1291.2624046462136,2212.19594589405,0,2,1,50.69785616407399,25,64.65237442715994,10,40.15734326421588,59.84265673578412,Individual House
Rocky,Residential,36.41671047633345,0,1,17179.47122393798,80.83027264074593,1264.2613499130696,3,2,1,55.33123302073328,55,39.30548253944425,45,48.69230219211771,51.30769780788229,Individual House
Black Cotton,Agricultural,45.996875652784674,0,1,2055.3974362652743,1473.135476286432,632.6844170940938,1,2,1,39.15446942868571,40,23.338540578692218,45,36.78869944471305,63.21130055528695,Individual House
Sandy,Commercial,25.84257503968792,0,1,3826.088687558452,1368.051550549954,3293.5277136326304,3,1,1,49.53935624007802,25,56.92904160052014,45,46.571035084157344,53.428964915842656,Shopping Complex
Black Cotton,Industrial,21.652218418958377,0,0,11959.00446144749,544.8044171649824,1130.5595531712925,4,0,3,55.19813645868626,40,63.91296930173604,85,62.5475900859742,37.4524099140258,Factory
Red Soil,Commercial,30.26403055950525,1,1,15048.817653677139,1162.083247971866,94.74577672404727,1,0,3,14.328907894604633,20,49.559949067491246,10,22.905105029984433,77.09489497001556,Hospital/Clinic
Clayey,Industrial,49.987992189203446,1,1,2448.779722578816,1128.386889710739,2092.0989188366384,3,2,2,59.50300195269914,30,16.686679684660916,10,31.997720604609924,68.00227939539008,Factory
Rocky,Industrial,56.14569697301156,1,1,18494.531468324076,1351.8821956543975,1552.1649598915255,0,1,3,31.00687495457762,55,6.423838378314059,10,23.20836582868068,76.79163417131932,Factory
Clayey,Commercial,34.97958770729396,1,0,19498.545327213273,460.88247169321664,1593.0221567324638,2,1,2,57.46259790623279,30,41.700687154510064,45,46.28708105580899,53.71291894419101,Shopping Complex
Black Cotton,Agricultural,41.38064129280085,0,1,12513.05328714651,698.2800079712242,2226.350140907807,3,1,2,67.65483967679978,40,31.032264511998576,45,48.68726001487957,51.31273998512043,Individual House
Rocky,Agricultural,54.68004922314028,0,1,10143.625652159895,1297.4994189090796,3344.5696361713885,4,2,3,40.32998769421493,55,8.866584628099545,45,35.83214185000011,64.16785814999989,Individual House
Clayey,Industrial,10.420076827711831,0,1,15086.504473315244,1167.869181202824,3082.39560018997,0,1,2,69.39498079307204,30,82.63320528714695,45,60.69654459936195,39.30345540063805,Factory
Sandy,Agricultural,17.76432178263908,0,1,7238.789694216903,590.2000781104188,4686.308048944377,4,1,1,51.55891955434023,25,70.39279702893487,45,50.6438211012528,49.3561788987472,Individual House
Loamy,Industrial,43.98950034383704,0,0,10372.024247997022,1268.5878493681832,2588.5833315126074,2,0,2,51.00262491404074,15,26.684166093604944,85,48.02196024331549,51.97803975668451,Factory
Black Cotton,Agricultural,50.30594540517648,0,1,18406.869509473625,70.43105884860223,2362.849548625361,4,2,3,91.19765011778975,40,16.156757658039197,45,53.20836695573621,46.79163304426379,Individual House
Clayey,Industrial,52.136596558181786,1,0,19157.453079589137,1173.0694544444852,1067.0721760844847,3,2,0,40.30729438214425,30,13.105672403030354,45,33.13397113450807,66.86602886549193,Factory
Black Cotton,Agricultural,27.830894727021292,0,0,18614.313204972517,310.14878915055095,3776.906444240784,3,2,3,82.43334896921162,40,53.615175454964515,85,69.50546600296519,30.494533997034807,Individual House
Black Cotton,Residential,9.913694626052676,0,1,5986.513272312963,429.18136173568075,703.8788810714236,0,1,0,53.84827226077445,40,83.47717562324554,45,56.96618919708244,43.03381080291756,Individual House
Rocky,Commercial,29.077981251479095,0,1,5416.911764118505,739.8222653933905,2455.6644491024203,2,1,0,46.73050468713023,55,51.536697914201504,45,48.73985111904595,51.26014888095405,Shopping Complex
Rocky,Residential,17.690402461387958,1,0,6655.625612656971,674.6017516049609,2106.610991937222,2,0,2,49.577399384653006,55,70.51599589768674,45,54.48108875905024,45.51891124094976,Individual House
Loamy,Commercial,21.01580502481433,0,1,9384.911135380744,780.8551603048214,3291.504392022016,1,2,2,56.746048743796415,15,64.97365829197611,45,49.60453163332277,50.39546836667723,Shopping Complex
Sandy,Commercial,47.47471562606282,0,1,6969.180843047308,817.1633935080357,4588.107349783294,1,1,0,44.131321093484296,25,20.875473956561976,45,35.66483087186,64.33516912814,Shopping Complex
Black Cotton,Industrial,9.153989731423778,0,1,8110.043119042101,497.2915365472454,4732.977957491113,3,0,2,75.87401037430932,40,84.74335044762704,45,64.99174124291503,35.008258757084974,Factory
Clayey,Commercial,50.51696696143862,1,0,12792.102090294431,262.841269525545,838.996335815792,4,1,1,50.38020880442349,30,15.80505506426897,45,37.33433684761546,62.66566315238454,Shopping Complex
Red Soil,Residential,28.521799720329298,0,0,15487.987864785542,1152.721843930959,1309.0860913358908,4,1,3,39.0512718966355,20,52.4636671327845,85,51.03386194701855,48.96613805298145,Individual House
Black Cotton,Residential,37.78351621053273,0,1,14975.605767090423,599.9642236307131,4058.1765998235333,0,2,2,68.55412094736681,40,37.02747298244545,45,50.500810577189746,49.499189422810254,School
Black Cotton,Agricultural,9.930872717962345,1,1,16474.047774503888,758.7612936885885,2591.398812245964,2,2,0,75.51728182050941,40,83.44854547006275,10,55.79318500469398,44.20681499530602,Individual House
Loamy,Residential,23.55474930965038,0,0,1611.5036610926413,967.0450775266771,2265.1728417786594,3,1,0,56.1113126725874,15,60.74208448391604,85,58.3244805563846,41.6755194436154,Individual House
Sandy,Agricultural,9.933550545816518,1,0,1906.9420038963653,1364.456883459984,3553.1272619035294,4,1,3,53.516612363545875,25,83.44408242363914,45,54.59183493315084,45.40816506684916,Individual House
